uuid,property_id,inventory_type_id,inventory_type_name,stay_date,physical_capacity
52d83d1d-40a3-47a3-b93f-ede800298d7a,3062,-1,UNDEFINED,2025-03-15,0
14309b89-e6c4-401d-814c-d155dae32889,3062,-1,UNDEFINED,2025-02-13,0
f3d8750c-794a-4194-ac72-bec4b3b04b50,3062,-1,UNDEFINED,2025-01-25,0
433bedde-8de4-4021-9779-69c636cda7e1,3062,-1,UNDEFINED,2025-01-09,0
1a05737e-ff7f-41e1-9a10-10b944dd00be,3062,-1,UNDEFINED,2025-03-24,0
79bfa7bf-5493-48c6-b983-1d9c7c0c477d,3062,-1,UNDEFINED,2025-03-18,0
ea914ea2-1458-4667-ba6e-bbbd840e0fd7,3062,-1,UNDEFINED,2025-01-28,0
1d1925d4-027a-40de-8d13-e0e255d75b59,3062,-1,UNDEFINED,2025-01-06,0
c0ba1474-8c73-44a4-b30d-632cefaa3087,3062,-1,UNDEFINED,2025-02-11,0
daa101d2-74b2-471a-bc53-a1a98598113a,3062,-1,UNDEFINED,2025-01-23,0
aa6da4f2-8028-4227-954f-50a862397647,3062,-1,UNDEFINED,2025-02-19,0
2275365d-2ea6-4a81-b9d2-c9d96ebc0fb9,3062,-1,UNDEFINED,2025-02-28,0
cd158674-025a-4cee-81c0-8da95bd12bbd,3062,-1,UNDEFINED,2025-02-12,0
d90d2036-bfbd-4bb3-9360-d7f739542cfd,3062,-1,UNDEFINED,2025-03-03,0
cd7c4d96-32ba-4e87-9fdc-9b520daa06a6,3062,-1,UNDEFINED,2025-03-30,0
2ddd4871-c0fa-406b-887e-819be0e7fe59,3062,-1,UNDEFINED,2025-02-20,0
a8e50322-995e-4c72-8f4d-3f3102acf07d,3062,-1,UNDEFINED,2025-01-08,0
5e53655f-d8b8-4ea7-b2f0-f0c02b502c76,3062,-1,UNDEFINED,2025-03-01,0
4056f1ba-9f90-4a9f-93ea-9a1b37f96054,3062,-1,UNDEFINED,2025-02-25,0
b2a88e5d-e454-468c-9d05-13241847b359,3062,-1,UNDEFINED,2025-02-21,0
fcf1d1fa-820d-4919-85e8-ff20884f0254,3062,-1,UNDEFINED,2025-03-20,0
74e9ca56-d894-465d-9f4d-5a8cc8290dc1,3062,-1,UNDEFINED,2025-01-22,0
ca1fa79f-def0-4cba-9728-95b8f6bb3538,3062,-1,UNDEFINED,2025-03-06,0
b8c933cb-3949-4ba7-b72f-f9e4bcd2413a,3062,-1,UNDEFINED,2025-01-12,0
0bd237b7-29fa-49d6-b6ff-61ca3bc14708,3062,-1,UNDEFINED,2025-03-21,0
b55fc6ec-cc4d-40a6-b5c1-c1fca31223cd,3062,-1,UNDEFINED,2025-01-21,0
258ec64a-c4c6-4acd-9ff5-8d445c2ec5f8,3062,-1,UNDEFINED,2025-02-02,0
1f1aa166-bac2-4098-9036-d9d2d25cf522,3062,-1,UNDEFINED,2025-02-09,0
c9225223-034b-4f50-b7d8-cada2952f6ef,3062,-1,UNDEFINED,2025-02-05,0
c66094ef-ea35-4d86-94b2-5476aaea1a62,3062,-1,UNDEFINED,2025-03-31,0
ee388767-ae57-46d5-b119-8b40aec7f539,3062,-1,UNDEFINED,2025-02-14,0
5ec90d04-7c11-4708-86dc-e17d8d50015e,3062,-1,UNDEFINED,2025-03-05,0
6a8ece1e-5614-4697-bb36-85b467551d56,3062,-1,UNDEFINED,2025-03-12,0
204e9434-e6d4-4c3a-baf4-b7e31647e69f,3062,-1,UNDEFINED,2025-03-09,0
4de19301-92e8-4656-91e5-3c340dfbf373,3062,-1,UNDEFINED,2025-03-13,0
dda08362-51be-4ff8-b273-9869f7b7e51e,3062,-1,UNDEFINED,2025-01-13,0
9e92d15d-8c0d-42e3-9746-db9701e87552,3062,-1,UNDEFINED,2025-01-10,0
368e7b0a-8faf-44eb-8a2d-672bc5a9d102,3062,-1,UNDEFINED,2025-01-24,0
c5f05130-1e3e-4dc6-a576-0f5f8390a851,3062,-1,UNDEFINED,2025-02-24,0
8c3cfe64-e262-4bc5-9c62-cb6811669249,3062,-1,UNDEFINED,2025-03-29,0
49ad14aa-947f-490a-bcdb-ba745890ee03,3062,-1,UNDEFINED,2025-02-04,0
9fe58f0a-ddfc-4aa0-b9d3-c9fc47fa6c94,3062,-1,UNDEFINED,2025-01-03,0
c4c24a5d-95ec-4a12-a373-712b150a2b59,3062,-1,UNDEFINED,2025-03-04,0
188910de-ff0b-48c7-b807-9a31e65a8de0,3062,-1,UNDEFINED,2025-01-31,0
86b365d4-d204-4ffc-b480-4be2b87f69f4,3062,-1,UNDEFINED,2025-02-03,0
fc3b7b2c-b66b-4272-ae82-640474b3e4fa,3062,-1,UNDEFINED,2025-03-28,0
d5b3848b-6cd4-4613-bc3f-7a836ec3611c,3062,-1,UNDEFINED,2025-03-16,0
bc110dac-1597-4528-b95d-244b70de3231,3062,-1,UNDEFINED,2025-02-16,0
54a93e05-944f-402b-9ba6-2e8f6a73839b,3062,-1,UNDEFINED,2025-01-30,0
95bf2121-1d47-4d6e-a70b-38c225a5fd52,3062,-1,UNDEFINED,2025-02-06,0
67b431fb-615b-4ad1-94ef-cb3c2e3a302a,3062,-1,UNDEFINED,2025-02-08,0
a2e6a684-9b0c-49ac-8e93-741851917518,3062,-1,UNDEFINED,2025-02-22,0
b1a3f62e-c529-4626-ba8e-b92b81e1a8b0,3062,25448335,Standard Twin Room,2025-03-03,75
b58cb81b-eba4-4e3e-ba09-7186060df346,3062,25448335,Standard Twin Room,2025-03-17,75
2044043e-cef4-492e-a808-d21eae7dbb40,3062,25448335,Standard Twin Room,2025-03-15,75
309171e2-015f-4469-8f1a-dff0d9af65b2,3062,25448335,Standard Twin Room,2025-01-21,75
6c63d800-e101-457b-a261-e99e369483bf,3062,25448335,Standard Twin Room,2025-03-22,75
d29d2272-9fee-4616-977e-3c9a50759c69,3062,25448335,Standard Twin Room,2025-03-11,75
f3062db3-55e5-428b-bdc9-4f81118f290c,3062,25448335,Standard Twin Room,2025-03-16,75
8b3d7b1b-9d73-4602-88a6-dbf652dcedd8,3062,25448335,Standard Twin Room,2025-03-28,75
255b9c53-ff20-4e42-a6d3-eb949144eafe,3062,25448335,Standard Twin Room,2025-02-17,75
d91468cc-6c9f-406b-88d5-32cb9876a014,3062,25448335,Standard Twin Room,2025-01-26,75
ea8947b5-4938-4d35-bca4-b7c05c1de680,3062,25448335,Standard Twin Room,2025-01-25,75
feeb038b-e1cf-4c59-9d40-59f935301f97,3062,25448335,Standard Twin Room,2025-01-27,75
38a22f6c-12fd-4a6a-a723-aa6c8c44c5ba,3062,25448335,Standard Twin Room,2025-01-06,75
edf52b45-204a-47c0-8626-cd9b230bb0fc,3062,25448335,Standard Twin Room,2025-02-06,75
24cfdc0c-9277-4982-9196-8166f558843a,3062,25448335,Standard Twin Room,2025-03-14,75
52a9c995-ec7b-4d04-b0cc-a5a24a0ec036,3062,25448335,Standard Twin Room,2025-01-18,75
3d23b724-3718-443e-ab76-6a995d861c4f,3062,25448335,Standard Twin Room,2025-02-01,75
491f1822-7f1b-4f67-85cc-a827c195a9bc,3062,25448335,Standard Twin Room,2025-02-11,75
d96d07a1-030a-4e14-b302-f6087f76e360,3062,25448335,Standard Twin Room,2025-02-04,75
07c54849-8dec-4790-a6b8-c7154e804697,3062,25448335,Standard Twin Room,2025-03-25,75
2f733993-1594-4776-8452-e244972444e2,3062,25448335,Standard Twin Room,2025-02-22,75
209629eb-a57c-406c-b1ca-93f2a66f4a09,3062,25448335,Standard Twin Room,2025-02-20,75
704cc588-a536-403f-b072-b1748a955c43,3062,25448335,Standard Twin Room,2025-01-10,75
94f4d08c-1642-4ae0-9b7a-d3e90af0566b,3062,25448335,Standard Twin Room,2025-01-08,75
479867c2-2e2c-4884-9236-39ed7da52392,3062,25448335,Standard Twin Room,2025-02-25,75
b81d5ca0-ef89-457a-8122-a9abd7fa6b09,3062,25448335,Standard Twin Room,2025-01-07,75
361da4d4-4ffe-4eca-ace7-92f9956146d7,3062,25448335,Standard Twin Room,2025-03-21,75
ff13b20d-e157-4af9-832b-7709da3af6e0,3062,25448335,Standard Twin Room,2025-03-13,75
d118f16a-0b5d-4b6f-8de3-356f9541c2c2,3062,25448335,Standard Twin Room,2025-01-03,75
495dc3cd-c890-45e0-a1ba-2813c713f67c,3062,25448335,Standard Twin Room,2025-03-08,75
2f67455b-c2a6-4364-9e21-cdd062111851,3062,25448335,Standard Twin Room,2025-02-10,75
38ac5cd2-aa52-4560-98fd-37f19edf8410,3062,25448335,Standard Twin Room,2025-01-24,75
8292b757-0637-4375-85eb-46b748601e3c,3062,25448335,Standard Twin Room,2025-01-12,75
b5945906-d3ad-485c-adb3-e3d71e56356d,3062,25448335,Standard Twin Room,2025-02-27,75
6d28bec0-f328-4d33-943a-4f2aeea07ed1,3062,25448335,Standard Twin Room,2025-02-05,75
c2dac784-63da-49d0-b177-359e531d02cc,3062,25448335,Standard Twin Room,2025-02-07,75
d404cdfb-b014-4abc-bb51-65e15c0d4f26,3062,25448335,Standard Twin Room,2025-01-31,75
720d48f7-ea88-4573-8136-373cd197c170,3062,25448335,Standard Twin Room,2025-02-15,75
07207f8a-b5ac-439b-8bb3-d834e56ed736,3062,25448335,Standard Twin Room,2025-01-17,75
4f78bd65-77ff-4306-a297-3beff879c172,3062,25448335,Standard Twin Room,2025-03-19,75
690bea02-e3d8-4569-ad68-9e1326198d4a,3062,25448335,Standard Twin Room,2025-03-05,75
bf133071-6579-4ab4-8b25-2a59c4213478,3062,25448335,Standard Twin Room,2025-01-30,75
17f75556-5e09-4e03-aa2f-b1f7a2d63a49,3062,25448335,Standard Twin Room,2025-02-23,75
268cd09b-628b-42c3-9d46-88ca722328db,3062,25448335,Standard Twin Room,2025-03-18,75
73614cbe-c238-411e-b508-25769f6c51a0,3062,25448335,Standard Twin Room,2025-03-04,75
4f384da7-1961-4b03-a55a-b03088ce19bb,3062,25448335,Standard Twin Room,2025-01-02,75
377a404d-4d91-4812-a4bf-997996179e10,3062,25448335,Standard Twin Room,2025-02-18,75
ffd1ac87-dcb1-4717-bf5f-44f630a897de,3062,25448335,Standard Twin Room,2025-01-11,75
c48c9793-8bf9-443e-96f0-c85608c90fc7,3062,25448335,Standard Twin Room,2025-01-13,75
e474e388-b43a-4abe-82dd-7a41a1b2014c,3062,25448335,Standard Twin Room,2025-02-13,75
7f74d0b4-1d8b-4727-9ff0-9eea77f1d689,3062,25448335,Standard Twin Room,2025-02-14,75
1701b8f3-5a8b-4ba0-b040-d8c7c566b941,3062,25448335,Standard Twin Room,2025-03-24,75
a1c46868-879d-4ee6-8cbb-d87b0b4376d3,3062,25448335,Standard Twin Room,2025-02-03,75
e13577da-fd1f-4e15-a7e8-13f4ca5fbfc5,3062,25448335,Standard Twin Room,2025-03-27,75
38ce549b-addd-4b54-92bf-7dedf7dea365,3062,25448335,Standard Twin Room,2025-03-29,75
d6de0058-b060-45a5-a58b-5ac655f708f5,3062,25448335,Standard Twin Room,2025-03-30,75
693b7ab0-05ba-4112-9088-cc81714e8085,3062,25448335,Standard Twin Room,2025-01-23,75
f43f7919-f54b-4647-add9-e8dd30687947,3062,25448335,Standard Twin Room,2025-03-07,75
59baa00d-8db6-4cba-a1ca-9967ab645bef,3062,25448335,Standard Twin Room,2025-03-20,75
8752f862-2131-48a7-85ba-1c0926228c23,3062,25448335,Standard Twin Room,2025-03-02,75
9e7044e8-c260-44bd-ab70-029adeeace81,3062,25448335,Standard Twin Room,2025-03-12,75
be7f1c9f-2cd2-4ef6-9e26-8fd13b6a7a15,3062,25448335,Standard Twin Room,2025-01-05,75
7a2777ca-af50-47e9-b532-05c39daf61cd,3062,25448335,Standard Twin Room,2025-01-22,75
49dc1cec-9110-408c-8b53-28fc87effe53,3062,25448335,Standard Twin Room,2025-02-28,75
d8a1e697-1a62-42e6-8d19-41f460624a02,3062,25448335,Standard Twin Room,2025-01-16,75
d0d0dbce-734b-4490-b7db-0994c925551f,3062,25448335,Standard Twin Room,2025-02-16,75
89ed7bc1-2ec9-4957-8be2-b995e2a92333,3062,25448335,Standard Twin Room,2025-02-19,75
87ed790f-1d91-4906-93b5-e86c720c72b3,3062,25448335,Standard Twin Room,2025-01-20,75
4e9f7ebe-747c-4f8d-b08a-5ff6de4d265c,3062,25448335,Standard Twin Room,2025-01-28,75
d37e1ea6-729f-4949-af10-e5fa1d7a08d9,3062,25448335,Standard Twin Room,2025-03-09,75
35eee0db-0ec9-4684-8317-d64f96762725,3062,25448335,Standard Twin Room,2025-02-21,75
8bbc7feb-61d2-400b-b945-1bde2d1c4669,3062,25448335,Standard Twin Room,2025-03-10,75
2a84b678-7570-4630-9974-83eef7b0389d,3062,25448335,Standard Twin Room,2025-03-06,75
bd389b01-0629-4860-8ac1-3fced0ab71b9,3062,25448335,Standard Twin Room,2025-03-01,75
3c135624-ad7e-4ab3-bba3-bd64deda3fed,3062,25448335,Standard Twin Room,2025-03-23,75
8cbc85db-2822-4ebd-b208-b9e54f2de56d,3062,25448335,Standard Twin Room,2025-02-09,75
75066a8d-8408-49c4-abd5-da1459d2f525,3062,25448335,Standard Twin Room,2025-02-26,75
e9199e96-7340-4844-9c06-b2c56f681664,3062,25448335,Standard Twin Room,2025-01-19,75
d6d69552-db5f-486c-b912-5de19aa37aa0,3062,25448335,Standard Twin Room,2025-01-15,75
86a52f31-a366-466e-a7f8-dd9fa602b6ab,3062,25448335,Standard Twin Room,2025-01-14,75
4b91fe05-4521-4047-aa5c-6040bf2f105c,3062,25448335,Standard Twin Room,2025-02-24,75
af34d897-7faa-48d6-8838-5b4f513e30ff,3062,25448335,Standard Twin Room,2025-01-04,75
67d9fea7-3586-47ec-a300-765639b49dcc,3062,25448335,Standard Twin Room,2025-02-02,75
a6b681de-007f-4a49-aae4-de49474ad3b4,3062,25448335,Standard Twin Room,2025-03-26,75
8c58a755-70d2-4358-baee-e08eb93302ea,3062,25448335,Standard Twin Room,2025-01-09,75
9df15696-5f74-4626-b97d-56b59c2bb40e,3062,25448335,Standard Twin Room,2025-01-29,75
ec1c26be-d8d1-45f1-a2c9-744b1507c6dd,3062,25448335,Standard Twin Room,2025-02-08,75
7504ca43-6859-4ab7-afde-41b8ab098356,3062,25448335,Standard Twin Room,2025-02-12,75
cb28ffe8-1d2b-49d0-b0d0-6e282db1c34c,3062,25448335,Standard Twin Room,2025-01-01,75
1a5d65d7-c06b-4900-8a76-a88d2815b40c,3062,25448335,Standard Twin Room,2025-03-31,75
4869c823-ffa8-408e-a797-c53954f1e23b,3062,25448336,Standard Double Room,2025-03-09,95
9963dbb7-72b5-4477-8fe8-5f1bd3ac852c,3062,25448336,Standard Double Room,2025-01-14,95
e9a46a54-f20b-4b3a-862d-de41bc22a33c,3062,25448336,Standard Double Room,2025-01-08,95
a0f655e5-18dd-4872-a32b-c49e1e315029,3062,25448336,Standard Double Room,2025-02-18,95
1d494cca-d064-44d4-a719-0edc03fcb556,3062,25448336,Standard Double Room,2025-03-17,95
ac561ef1-310f-4476-8075-fdd1140f1472,3062,25448336,Standard Double Room,2025-03-14,95
4316b27e-6228-4b25-96d1-3dea4877abdd,3062,25448336,Standard Double Room,2025-03-08,95
e1396523-edf0-4197-a3da-b6c6330fbbcc,3062,25448336,Standard Double Room,2025-01-06,95
6123e557-d731-450a-8edf-81458da511dc,3062,25448336,Standard Double Room,2025-03-01,95
24046976-515d-4673-848e-c7528cbdd14e,3062,25448336,Standard Double Room,2025-02-22,95
e7b8fbf2-740d-4954-9f58-6047bc4c0575,3062,25448336,Standard Double Room,2025-02-05,95
d0612ece-08c9-49e7-a907-fcc07efdfac0,3062,25448336,Standard Double Room,2025-03-02,95
80cf15f1-e1b2-4422-9a40-d4fae59a3326,3062,25448336,Standard Double Room,2025-01-13,95
48c0e0a7-0f70-4070-93de-017bd31fb520,3062,25448336,Standard Double Room,2025-03-12,95
c9d0f34f-aacc-4f1a-9f0a-55a6c0f95503,3062,25448336,Standard Double Room,2025-02-26,95
e11e873d-e36c-4e4f-b183-e2c599dad23b,3062,25448336,Standard Double Room,2025-02-12,95
8f5a9e2f-bc21-496c-977c-2d846b0bcdd0,3062,25448336,Standard Double Room,2025-03-16,95
0d97cb8a-b4af-4359-a164-15230b3813b1,3062,25448336,Standard Double Room,2025-01-19,95
ada17d03-94e2-4f23-981b-4bf82190eae2,3062,25448336,Standard Double Room,2025-02-04,95
36bcc985-2b58-47da-a167-0f041dcd867b,3062,25448336,Standard Double Room,2025-01-29,95
ebc01515-6161-4111-ad23-a27cc16c69c9,3062,25448336,Standard Double Room,2025-02-11,95
2e18cbfd-7bc2-4bd3-a605-3cc6694baad4,3062,25448336,Standard Double Room,2025-01-11,95
df2223df-34d2-49ca-8113-25e909ec9787,3062,25448336,Standard Double Room,2025-02-28,95
b7306e9b-1cb6-4427-8c33-5c9270becca2,3062,25448336,Standard Double Room,2025-01-30,95
cab02c80-15b9-420a-88fe-2f8e099e0861,3062,25448336,Standard Double Room,2025-03-29,95
f5fee36c-bef2-4b68-97a9-0c114968ef28,3062,25448336,Standard Double Room,2025-03-06,95
61a16fe5-c0ff-4c97-b680-a15860dcc604,3062,25448336,Standard Double Room,2025-02-15,95
fd6739cf-931d-4577-af4c-bebfd579ba62,3062,25448336,Standard Double Room,2025-02-09,95
28d455eb-5b8f-4ed1-9099-ec4b261de22a,3062,25448336,Standard Double Room,2025-03-30,95
feb9467d-12ff-4f48-a179-5c77ca8a9bc7,3062,25448336,Standard Double Room,2025-01-01,95
3288325a-1de2-4b67-aee1-9b509a71c65d,3062,25448336,Standard Double Room,2025-03-23,95
7756aad4-1364-4d38-ba44-a6ebaeaea1ad,3062,25448336,Standard Double Room,2025-03-24,95
01018a55-7a6e-464a-8d6b-54ececf4a4c1,3062,25448336,Standard Double Room,2025-02-10,95
3b0bf11f-2b9d-472f-8a24-e63baff5bb87,3062,25448336,Standard Double Room,2025-01-03,95
3de30e42-1ecd-49ad-8743-c14518b9e1cf,3062,25448336,Standard Double Room,2025-03-04,95
19f0f5be-b7a7-4a15-8826-ca8a7f102ba4,3062,25448336,Standard Double Room,2025-03-27,95
c02b99fe-d80d-4388-bee6-4367afc421e3,3062,25448336,Standard Double Room,2025-03-18,95
809b67c6-c445-482e-bb88-dbbe293b7e9f,3062,25448336,Standard Double Room,2025-01-16,95
4968e7d2-d561-4beb-910d-8c5a307a1224,3062,25448336,Standard Double Room,2025-01-17,95
6d7e95ee-7253-4280-a5be-d59df5e55fb7,3062,25448336,Standard Double Room,2025-03-22,95
f3d1abc2-d1ca-46ad-9d45-b445c7be8d11,3062,25448336,Standard Double Room,2025-02-27,95
e0044f5b-664e-4315-be50-6927622a8a4c,3062,25448336,Standard Double Room,2025-01-27,95
d82ab17a-25ab-4e38-908e-22d6ef2c2d8c,3062,25448336,Standard Double Room,2025-02-01,95
fd4bdbcf-b740-4abe-8e17-41b1b45af9a8,3062,25448336,Standard Double Room,2025-02-17,95
00846cc6-ff85-4ce1-8f27-bea380463f9f,3062,25448336,Standard Double Room,2025-01-07,95
a983d140-b3df-4f70-b2c4-bd62de99f003,3062,25448336,Standard Double Room,2025-02-20,95
ed43dc3f-1970-49ea-892b-60a5b3f4e873,3062,25448336,Standard Double Room,2025-01-10,95
73874a22-c78d-463d-afce-b3b739f36b01,3062,25448336,Standard Double Room,2025-03-26,95
6d713868-32cc-4754-973b-1adc32e7def7,3062,25448336,Standard Double Room,2025-03-05,95
1cf0961f-8ee0-4b63-a141-e28b4b893ce5,3062,25448336,Standard Double Room,2025-01-23,95
1743b2d8-d559-45f7-98cf-83d179504254,3062,25448336,Standard Double Room,2025-01-12,95
420dbb48-3b4d-400f-8623-90e348261bd8,3062,25448336,Standard Double Room,2025-03-20,95
6ae5428b-5e24-4d6d-babe-78803ef15d37,3062,25448336,Standard Double Room,2025-03-21,95
54d2b8c6-1f2e-4ee7-9bdd-65848f128e39,3062,25448336,Standard Double Room,2025-02-07,95
3ca25ad4-2673-4e0b-9c19-645ce5be6430,3062,25448336,Standard Double Room,2025-03-03,95
c413bb82-b29d-41c8-a1bb-2148654aeb90,3062,25448336,Standard Double Room,2025-01-22,95
9256f3f6-7515-4edc-999f-b72ae095221f,3062,25448336,Standard Double Room,2025-02-24,95
81911643-f7fd-4d15-bdb6-ca0b890a2734,3062,25448336,Standard Double Room,2025-03-07,95
eb9b5d9c-0b6f-41bf-a0af-4f123833cb6d,3062,25448336,Standard Double Room,2025-01-25,95
d394efa2-0f68-42f8-adb3-1110da52d6be,3062,25448336,Standard Double Room,2025-02-06,95
eba2c9ff-59f6-4dd3-8a2d-4a997f87e813,3062,25448336,Standard Double Room,2025-01-26,95
000fcdc6-9698-4195-bbe8-69b017e00af2,3062,25448336,Standard Double Room,2025-02-23,95
091db756-6ff8-42cf-90cb-afd3e14a4106,3062,25448336,Standard Double Room,2025-01-31,95
a730caec-8200-4bb7-9a2f-ea761192f92d,3062,25448336,Standard Double Room,2025-01-05,95
859a0a14-547b-42ef-b709-bafb3fcc114b,3062,25448336,Standard Double Room,2025-03-25,95
d98e401b-c1ec-4538-8f1f-02d0324b0241,3062,25448336,Standard Double Room,2025-03-10,95
97b41f3d-b193-4d3c-8571-4544588b2fe3,3062,25448336,Standard Double Room,2025-01-18,95
e4d6431a-7f24-4cce-9be7-c61d180b3987,3062,25448336,Standard Double Room,2025-02-21,95
16941dcb-75a8-48bf-9f93-42fbb44ddd6c,3062,25448336,Standard Double Room,2025-01-24,95
f48ece08-1493-42a2-9fc3-13a57012263a,3062,25448336,Standard Double Room,2025-02-08,95
4a73fc83-5dd0-49c3-8fbc-9d162e169405,3062,25448336,Standard Double Room,2025-03-19,95
e7b5042d-0a29-4583-90a6-1f522bb947f2,3062,25448336,Standard Double Room,2025-02-19,95
56abc60b-b13a-4664-bedf-b7d358b5bea6,3062,25448336,Standard Double Room,2025-01-20,95
5a8f80be-9198-4935-99a8-72080c524f6c,3062,25448336,Standard Double Room,2025-03-13,95
864d899a-de42-464e-b070-a4c639867ce5,3062,25448336,Standard Double Room,2025-01-02,95
3ef6b496-345b-4646-80a6-813224ad6021,3062,25448336,Standard Double Room,2025-02-14,95
24950926-e600-4e9e-8357-e2416927f1c7,3062,25448336,Standard Double Room,2025-01-28,95
9595fa02-af13-41ef-865e-f3f2d8156239,3062,25448336,Standard Double Room,2025-01-15,95
286e3fa6-7473-4b95-87d3-87ea4f4cf8aa,3062,25448336,Standard Double Room,2025-03-11,95
a5ce2e4d-4311-4eb3-b1c8-259167e6b6e8,3062,25448336,Standard Double Room,2025-01-09,95
5c586902-4d40-499e-8fd0-e4289a2f89e6,3062,25448336,Standard Double Room,2025-02-03,95
d836f4ed-2f40-4b39-93cb-acd43bb4df3f,3062,25448336,Standard Double Room,2025-03-28,95
609f8f6c-35bf-4d73-9083-35d7057b2f65,3062,25448336,Standard Double Room,2025-03-31,95
871f261e-bdc4-4049-8421-1fcb40d53e94,3062,25448336,Standard Double Room,2025-02-16,95
4df051ee-34a5-4415-950f-b20a9029d6e6,3062,25448336,Standard Double Room,2025-02-02,95
64ade9ff-a8d0-4687-b676-1fca67219cab,3062,25448336,Standard Double Room,2025-01-21,95
c3f68b47-e462-4a75-abb8-e2def8b6bf63,3062,25448336,Standard Double Room,2025-01-04,95
56d0ef97-665f-4eff-9221-ca0f48a2ae90,3062,25448336,Standard Double Room,2025-02-13,95
3fffdf93-9d6d-4857-9402-6d4f9e3da98a,3062,25448336,Standard Double Room,2025-03-15,95
4984639c-4c95-4c99-9c2f-978084f4cd05,3062,25448336,Standard Double Room,2025-02-25,95
90275a7c-6c1f-40cc-9460-a75feae7d821,3062,25448337,Executive Room,2025-01-19,50
f2158294-6169-4689-a0fc-fb6cf26bef31,3062,25448337,Executive Room,2025-01-23,50
87465fdd-2c76-4656-8f39-2bd4c3339dd3,3062,25448337,Executive Room,2025-03-10,50
